food,text
biscuit with egg ham,"Biscuit with egg ham provides 442 kcal per 100 grams. It contains 27.0 g of total fat (5.9 g saturated, 11.0 g monounsaturated, and 7.7 g polyunsaturated), 31.4 g of carbohydrates with 4.2 g of sugars, 20.4 g of protein, and 0.8 g of dietary fiber. It has 299.5 mg of cholesterol, 1.4 g of sodium, and 108.7 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.7 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 2.0 mg, B5 (Pantothenic Acid) = 1.7 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.058 mg, B12 = 0.062 mg, Vitamin C = 0.0 mg, Vitamin D = 0.093 mg, Vitamin E = 2.1 mg, Vitamin K = 0.057 mg. Mineral content per 100g: Calcium = 220.8 mg, Copper = 0.1 mg, Iron = 4.6 mg, Magnesium = 30.7 mg, Manganese = 0.3 mg, Phosphorus = 316.8 mg, Potassium = 318.7 mg, Selenium = 0.005 mg, and Zinc = 2.2 mg. The overall nutrition density score is 305.1. "
ladyfingers,"Ladyfingers provides 103 kcal per 100 grams. It contains 2.6 g of total fat (0.9 g saturated, 1.1 g monounsaturated, and 0.4 g polyunsaturated), 16.9 g of carbohydrates with 7.2 g of sugars, 3.0 g of protein, and 0.3 g of dietary fiber. It has 62.5 mg of cholesterol, 0.016 g of sodium, and 5.5 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.096 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 0.6 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.077 mg, B11 (Folic Acid) = 0.078 mg, B12 = 0.05 mg, Vitamin C = 1.0 mg, Vitamin D = 0.033 mg, Vitamin E = 0.2 mg, Vitamin K = 0.002 mg. Mineral content per 100g: Calcium = 13.3 mg, Copper = 0.063 mg, Iron = 1.0 mg, Magnesium = 3.4 mg, Manganese = 0.063 mg, Phosphorus = 49.0 mg, Potassium = 32.0 mg, Selenium = 0.037 mg, and Zinc = 0.3 mg. The overall nutrition density score is 38.1. "
mozzarella steak fried,"Mozzarella steak fried provides 102 kcal per 100 grams. It contains 5.9 g of total fat (2.2 g saturated, 1.5 g monounsaturated, and 1.6 g polyunsaturated), 7.7 g of carbohydrates with 0.7 g of sugars, 4.6 g of protein, and 0.6 g of dietary fiber. It has 10.2 mg of cholesterol, 0.2 g of sodium, and 11.8 g of water. Vitamin content per 100g: A = 0.023 mg, B1 (Thiamine) = 0.025 mg, B2 (Riboflavin) = 0.088 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.018 mg, B11 (Folic Acid) = 0.097 mg, B12 = 0.045 mg, Vitamin C = 0.0 mg, Vitamin D = 0.096 mg, Vitamin E = 0.3 mg, Vitamin K = 0.071 mg. Mineral content per 100g: Calcium = 107.9 mg, Copper = 0.02 mg, Iron = 0.2 mg, Magnesium = 6.8 mg, Manganese = 0.052 mg, Phosphorus = 99.8 mg, Potassium = 35.7 mg, Selenium = 0.094 mg, and Zinc = 0.6 mg. The overall nutrition density score is 126.963. "
tamale navajo,"Tamale navajo provides 285 kcal per 100 grams. It contains 11.4 g of total fat (4.5 g saturated, 5.1 g monounsaturated, and 1.3 g polyunsaturated), 33.7 g of carbohydrates with 1.8 g of sugars, 11.7 g of protein, and 5.8 g of dietary fiber. It has 31.6 mg of cholesterol, 0.8 g of sodium, and 126.7 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.057 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 3.0 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.069 mg, B12 = 0.032 mg, Vitamin C = 3.2 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 53.9 mg, Copper = 0.1 mg, Iron = 2.3 mg, Magnesium = 40.9 mg, Manganese = 0.3 mg, Phosphorus = 184.1 mg, Potassium = 243.7 mg, Selenium = 0.053 mg, and Zinc = 2.8 mg. The overall nutrition density score is 122.0. "
blueberry pancakes,"Blueberry pancakes provides 84 kcal per 100 grams. It contains 3.5 g of total fat (0.8 g saturated, 0.9 g monounsaturated, and 1.6 g polyunsaturated), 11.0 g of carbohydrates with 0.0 g of sugars, 2.3 g of protein, and 0.0 g of dietary fiber. It has 21.3 mg of cholesterol, 0.2 g of sodium, and 20.2 g of water. Vitamin content per 100g: A = 0.023 mg, B1 (Thiamine) = 0.016 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 0.6 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.054 mg, B11 (Folic Acid) = 0.093 mg, B12 = 0.044 mg, Vitamin C = 0.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 78.3 mg, Copper = 0.031 mg, Iron = 0.7 mg, Magnesium = 6.1 mg, Manganese = 0.089 mg, Phosphorus = 57.4 mg, Potassium = 52.4 mg, Selenium = 0.01 mg, and Zinc = 0.2 mg. The overall nutrition density score is 96.631. "
chimichanga with beef cheese,"Chimichanga with beef cheese provides 443 kcal per 100 grams. It contains 23.4 g of total fat (11.2 g saturated, 9.4 g monounsaturated, and 0.7 g polyunsaturated), 39.3 g of carbohydrates with 0.0 g of sugars, 20.1 g of protein, and 0.0 g of dietary fiber. It has 51.2 mg of cholesterol, 1.0 g of sodium, and 96.4 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.4 mg, B2 (Riboflavin) = 0.9 mg, B3 (Niacin) = 4.7 mg, B5 (Pantothenic Acid) = 1.8 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.052 mg, B12 = 0.012 mg, Vitamin C = 2.7 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 237.9 mg, Copper = 0.4 mg, Iron = 3.8 mg, Magnesium = 60.4 mg, Manganese = 0.5 mg, Phosphorus = 186.7 mg, Potassium = 203.1 mg, Selenium = 0.085 mg, and Zinc = 3.4 mg. The overall nutrition density score is 327.3. "
egg cheese sandwich,"Egg cheese sandwich provides 340 kcal per 100 grams. It contains 19.4 g of total fat (6.6 g saturated, 8.3 g monounsaturated, and 2.6 g polyunsaturated), 25.9 g of carbohydrates with 0.0 g of sugars, 15.6 g of protein, and 0.0 g of dietary fiber. It has 290.5 mg of cholesterol, 0.8 g of sodium, and 82.2 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 2.1 mg, B5 (Pantothenic Acid) = 0.9 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.021 mg, B12 = 0.028 mg, Vitamin C = 1.5 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 224.8 mg, Copper = 0.1 mg, Iron = 3.0 mg, Magnesium = 21.9 mg, Manganese = 0.2 mg, Phosphorus = 302.2 mg, Potassium = 188.3 mg, Selenium = 0.067 mg, and Zinc = 1.6 mg. The overall nutrition density score is 290.4. "
biscuit with egg bacon,"Biscuit with egg bacon provides 458 kcal per 100 grams. It contains 31.1 g of total fat (8.0 g saturated, 13.4 g monounsaturated, and 7.5 g polyunsaturated), 28.6 g of carbohydrates with 3.3 g of sugars, 17.0 g of protein, and 0.8 g of dietary fiber. It has 352.5 mg of cholesterol, 1.3 g of sodium, and 70.0 g of water. Vitamin content per 100g: A = 0.082 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 2.4 mg, B5 (Pantothenic Acid) = 1.2 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.038 mg, B12 = 0.04 mg, Vitamin C = 2.7 mg, Vitamin D = 0.066 mg, Vitamin E = 2.0 mg, Vitamin K = 0.098 mg. Mineral content per 100g: Calcium = 189.0 mg, Copper = 0.1 mg, Iron = 3.7 mg, Magnesium = 24.0 mg, Manganese = 0.3 mg, Phosphorus = 238.5 mg, Potassium = 250.5 mg, Selenium = 0.059 mg, and Zinc = 1.6 mg. The overall nutrition density score is 272.958. "
pupusas con queso,"Pupusas con queso provides 300 kcal per 100 grams. It contains 15.5 g of total fat (7.6 g saturated, 4.0 g monounsaturated, and 1.8 g polyunsaturated), 26.2 g of carbohydrates with 1.4 g of sugars, 13.7 g of protein, and 3.4 g of dietary fiber. It has 37.4 mg of cholesterol, 0.5 g of sodium, and 58.9 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.099 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 0.6 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.066 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.5 mg, Vitamin K = 0.073 mg. Mineral content per 100g: Calcium = 380.3 mg, Copper = 0.081 mg, Iron = 0.7 mg, Magnesium = 42.1 mg, Manganese = 0.1 mg, Phosphorus = 317.1 mg, Potassium = 140.4 mg, Selenium = 0.07 mg, and Zinc = 2.2 mg. The overall nutrition density score is 439.9. "
apple croissant,"Apple croissant provides 145 kcal per 100 grams. It contains 5.0 g of total fat (2.8 g saturated, 1.4 g monounsaturated, and 0.4 g polyunsaturated), 21.1 g of carbohydrates with 0.0 g of sugars, 4.2 g of protein, and 1.4 g of dietary fiber. It has 17.7 mg of cholesterol, 0.2 g of sodium, and 26.0 g of water. Vitamin content per 100g: A = 0.031 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.022 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.038 mg, B11 (Folic Acid) = 0.022 mg, B12 = 0.035 mg, Vitamin C = 0.3 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 17.1 mg, Copper = 0.006 mg, Iron = 0.6 mg, Magnesium = 7.4 mg, Manganese = 0.1 mg, Phosphorus = 33.1 mg, Potassium = 51.3 mg, Selenium = 0.024 mg, and Zinc = 0.6 mg. The overall nutrition density score is 49.733. "
refried red beans,"Refried red beans provides 336 kcal per 100 grams. It contains 16.1 g of total fat (2.2 g saturated, 3.9 g monounsaturated, and 10.2 g polyunsaturated), 36.0 g of carbohydrates with 0.0 g of sugars, 11.7 g of protein, and 11.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.9 g of sodium, and 164.8 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.053 mg, B2 (Riboflavin) = 0.092 mg, B3 (Niacin) = 1.5 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.094 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 2.4 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 76.9 mg, Copper = 0.5 mg, Iron = 4.5 mg, Magnesium = 83.9 mg, Manganese = 0.7 mg, Phosphorus = 212.0 mg, Potassium = 722.3 mg, Selenium = 0.058 mg, and Zinc = 1.6 mg. The overall nutrition density score is 156.2. "
tostada with guacamole,"Tostada with guacamole provides 180 kcal per 100 grams. It contains 11.6 g of total fat (4.9 g saturated, 4.2 g monounsaturated, and 1.5 g polyunsaturated), 16.0 g of carbohydrates with 0.0 g of sugars, 6.2 g of protein, and 0.0 g of dietary fiber. It has 19.6 mg of cholesterol, 0.4 g of sodium, and 94.6 g of water. Vitamin content per 100g: A = 0.016 mg, B1 (Thiamine) = 0.092 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 1.0 mg, B5 (Pantothenic Acid) = 1.0 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.004 mg, B12 = 0.047 mg, Vitamin C = 1.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 211.4 mg, Copper = 0.1 mg, Iron = 0.8 mg, Magnesium = 36.5 mg, Manganese = 0.2 mg, Phosphorus = 116.1 mg, Potassium = 324.9 mg, Selenium = 0.096 mg, and Zinc = 2.0 mg. The overall nutrition density score is 247.853. "
chicken sandwich,"Chicken sandwich provides 468 kcal per 100 grams. It contains 20.9 g of total fat (4.0 g saturated, 8.4 g monounsaturated, and 5.9 g polyunsaturated), 39.1 g of carbohydrates with 6.8 g of sugars, 30.4 g of protein, and 2.6 g of dietary fiber. It has 65.5 mg of cholesterol, 1.4 g of sodium, and 91.5 g of water. Vitamin content per 100g: A = 0.077 mg, B1 (Thiamine) = 0.03 mg, B2 (Riboflavin) = 0.053 mg, B3 (Niacin) = 0.6 mg, B5 (Pantothenic Acid) = 14.4 mg, B6 = 0.6 mg, B11 (Folic Acid) = 0.4 mg, B12 = 0.1 mg, Vitamin C = 0.7 mg, Vitamin D = 1.5 mg, Vitamin E = 0.031 mg, Vitamin K = 4.5 mg. Mineral content per 100g: Calcium = 0.012 mg, Copper = 108.5 mg, Iron = 0.2 mg, Magnesium = 3.3 mg, Manganese = 44.9 mg, Phosphorus = 0.5 mg, Potassium = 346.0 mg, Selenium = 458.2 mg, and Zinc = 0.064 mg. The overall nutrition density score is 94.051. "
fried rice,"Fried rice provides 228 kcal per 100 grams. It contains 3.2 g of total fat (0.7 g saturated, 0.8 g monounsaturated, and 1.3 g polyunsaturated), 43.4 g of carbohydrates with 0.6 g of sugars, 6.5 g of protein, and 1.5 g of dietary fiber. It has 32.2 mg of cholesterol, 0.6 g of sodium, and 85.4 g of water. Vitamin content per 100g: A = 0.076 mg, B1 (Thiamine) = 0.052 mg, B2 (Riboflavin) = 0.088 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.066 mg, B11 (Folic Acid) = 0.076 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.059 mg, Vitamin E = 0.2 mg, Vitamin K = 0.081 mg. Mineral content per 100g: Calcium = 19.6 mg, Copper = 0.1 mg, Iron = 1.0 mg, Magnesium = 14.0 mg, Manganese = 0.6 mg, Phosphorus = 77.0 mg, Potassium = 123.2 mg, Selenium = 0.062 mg, and Zinc = 1.1 mg. The overall nutrition density score is 75.203. "
pupusas del cerdo,"Pupusas del cerdo provides 283 kcal per 100 grams. It contains 12.7 g of total fat (3.9 g saturated, 4.8 g monounsaturated, and 2.7 g polyunsaturated), 28.1 g of carbohydrates with 1.8 g of sugars, 14.0 g of protein, and 3.2 g of dietary fiber. It has 35.4 mg of cholesterol, 0.5 g of sodium, and 64.8 g of water. Vitamin content per 100g: A = 0.064 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 2.9 mg, B5 (Pantothenic Acid) = 0.8 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.057 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.4 mg, Vitamin K = 0.016 mg. Mineral content per 100g: Calcium = 59.8 mg, Copper = 0.06 mg, Iron = 1.2 mg, Magnesium = 46.4 mg, Manganese = 0.2 mg, Phosphorus = 197.6 mg, Potassium = 311.1 mg, Selenium = 0.091 mg, and Zinc = 2.0 mg. The overall nutrition density score is 119.087. "
turkey pot pie,"Turkey pot pie provides 699 kcal per 100 grams. It contains 34.9 g of total fat (11.4 g saturated, 13.7 g monounsaturated, and 5.5 g polyunsaturated), 70.3 g of carbohydrates with 0.0 g of sugars, 25.8 g of protein, and 4.4 g of dietary fiber. It has 63.5 mg of cholesterol, 1.4 g of sodium, and 260.8 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 4.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 139.4. "
cheese croissant,"Cheese croissant provides 331 kcal per 100 grams. It contains 16.7 g of total fat (8.5 g saturated, 5.2 g monounsaturated, and 1.9 g polyunsaturated), 37.6 g of carbohydrates with 9.1 g of sugars, 7.4 g of protein, and 2.1 g of dietary fiber. It has 45.6 mg of cholesterol, 0.3 g of sodium, and 16.8 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.4 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 1.7 mg, B5 (Pantothenic Acid) = 0.7 mg, B6 = 0.064 mg, B11 (Folic Acid) = 0.025 mg, B12 = 0.068 mg, Vitamin C = 0.2 mg, Vitamin D = 0.0 mg, Vitamin E = 1.2 mg, Vitamin K = 0.022 mg. Mineral content per 100g: Calcium = 42.4 mg, Copper = 0.018 mg, Iron = 1.7 mg, Magnesium = 19.2 mg, Manganese = 0.3 mg, Phosphorus = 104.0 mg, Potassium = 105.6 mg, Selenium = 0.027 mg, and Zinc = 0.8 mg. The overall nutrition density score is 108.3. "
chimichanga with beef,"Chimichanga with beef provides 425 kcal per 100 grams. It contains 19.7 g of total fat (8.5 g saturated, 8.1 g monounsaturated, and 1.1 g polyunsaturated), 42.8 g of carbohydrates with 0.0 g of sugars, 19.6 g of protein, and 0.0 g of dietary fiber. It has 8.7 mg of cholesterol, 0.9 g of sodium, and 88.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.5 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 5.8 mg, B5 (Pantothenic Acid) = 2.1 mg, B6 = 0.3 mg, B11 (Folic Acid) = 0.068 mg, B12 = 0.042 mg, Vitamin C = 4.7 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 62.6 mg, Copper = 0.4 mg, Iron = 4.5 mg, Magnesium = 62.6 mg, Manganese = 0.6 mg, Phosphorus = 123.5 mg, Potassium = 586.4 mg, Selenium = 0.029 mg, and Zinc = 5.0 mg. The overall nutrition density score is 153.9. "
french toast with butter,"French toast with butter provides 178 kcal per 100 grams. It contains 9.4 g of total fat (3.9 g saturated, 3.5 g monounsaturated, and 1.2 g polyunsaturated), 18.0 g of carbohydrates with 0.0 g of sugars, 5.2 g of protein, and 0.0 g of dietary fiber. It has 58.1 mg of cholesterol, 0.3 g of sodium, and 34.2 g of water. Vitamin content per 100g: A = 0.088 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 2.0 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.004 mg, B11 (Folic Acid) = 0.083 mg, B12 = 0.084 mg, Vitamin C = 0.004 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 36.5 mg, Copper = 0.072 mg, Iron = 0.9 mg, Magnesium = 8.1 mg, Manganese = 0.1 mg, Phosphorus = 72.9 mg, Potassium = 88.4 mg, Selenium = 0.065 mg, and Zinc = 0.3 mg. The overall nutrition density score is 70.093. "
ham egg cheese sandwich,"Ham egg cheese sandwich provides 347 kcal per 100 grams. It contains 16.3 g of total fat (7.4 g saturated, 5.7 g monounsaturated, and 1.7 g polyunsaturated), 30.9 g of carbohydrates with 0.0 g of sugars, 19.2 g of protein, and 0.0 g of dietary fiber. It has 246.0 mg of cholesterol, 1.0 g of sodium, and 73.1 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.4 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 4.2 mg, B5 (Pantothenic Acid) = 0.9 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.042 mg, B12 = 0.095 mg, Vitamin C = 2.7 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 211.6 mg, Copper = 0.1 mg, Iron = 3.1 mg, Magnesium = 25.7 mg, Manganese = 0.2 mg, Phosphorus = 346.1 mg, Potassium = 210.2 mg, Selenium = 0.067 mg, and Zinc = 2.0 mg. The overall nutrition density score is 284.0. "
english muffin with butter,"English muffin with butter provides 189 kcal per 100 grams. It contains 5.8 g of total fat (2.4 g saturated, 1.5 g monounsaturated, and 1.3 g polyunsaturated), 30.4 g of carbohydrates with 0.0 g of sugars, 4.9 g of protein, and 0.0 g of dietary fiber. It has 12.6 mg of cholesterol, 0.4 g of sodium, and 20.6 g of water. Vitamin content per 100g: A = 0.089 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 2.6 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.005 mg, B11 (Folic Acid) = 0.098 mg, B12 = 0.0 mg, Vitamin C = 0.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.1 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 102.7 mg, Copper = 0.098 mg, Iron = 1.6 mg, Magnesium = 13.2 mg, Manganese = 0.2 mg, Phosphorus = 85.1 mg, Potassium = 69.3 mg, Selenium = 0.092 mg, and Zinc = 0.4 mg. The overall nutrition density score is 146.209. "
savoury noodle one pan dinner tandaco,"Savoury noodle one pan dinner tandaco provides 172 kcal per 100 grams. It contains 1.2 g of total fat (0.5 g saturated, 32.9 g monounsaturated, and 3.6 g polyunsaturated), 5.5 g of carbohydrates with 0.0 g of sugars, 0.0 g of protein, and 0.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.0 g of sodium, and 0.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.0 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.0 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 0.0 mg, Iron = 0.0 mg, Magnesium = 0.0 mg, Manganese = 0.0 mg, Phosphorus = 0.0 mg, Potassium = 0.0 mg, Selenium = 0.0 mg, and Zinc = 0.0 mg. The overall nutrition density score is 6.7. "
ham cheese sandwich,"Ham cheese sandwich provides 352 kcal per 100 grams. It contains 15.5 g of total fat (6.4 g saturated, 6.7 g monounsaturated, and 1.4 g polyunsaturated), 33.3 g of carbohydrates with 0.0 g of sugars, 20.7 g of protein, and 0.0 g of dietary fiber. It has 58.4 mg of cholesterol, 0.8 g of sodium, and 74.2 g of water. Vitamin content per 100g: A = 0.019 mg, B1 (Thiamine) = 0.3 mg, B2 (Riboflavin) = 0.5 mg, B3 (Niacin) = 2.7 mg, B5 (Pantothenic Acid) = 1.0 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.07 mg, B12 = 0.026 mg, Vitamin C = 2.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.3 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 129.9 mg, Copper = 0.2 mg, Iron = 3.2 mg, Magnesium = 16.1 mg, Manganese = 0.1 mg, Phosphorus = 151.8 mg, Potassium = 290.5 mg, Selenium = 0.078 mg, and Zinc = 1.4 mg. The overall nutrition density score is 205.416. "
sweet gefilte fish,"Sweet gefilte fish provides 35 kcal per 100 grams. It contains 0.7 g of total fat (0.2 g saturated, 0.3 g monounsaturated, and 0.1 g polyunsaturated), 3.1 g of carbohydrates with 0.0 g of sugars, 3.8 g of protein, and 0.0 g of dietary fiber. It has 12.6 mg of cholesterol, 0.2 g of sodium, and 33.7 g of water. Vitamin content per 100g: A = 0.062 mg, B1 (Thiamine) = 0.028 mg, B2 (Riboflavin) = 0.024 mg, B3 (Niacin) = 0.4 mg, B5 (Pantothenic Acid) = 0.085 mg, B6 = 0.067 mg, B11 (Folic Acid) = 0.064 mg, B12 = 0.076 mg, Vitamin C = 0.3 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 9.7 mg, Copper = 0.01 mg, Iron = 1.0 mg, Magnesium = 3.8 mg, Manganese = 0.051 mg, Phosphorus = 30.7 mg, Potassium = 38.2 mg, Selenium = 0.038 mg, and Zinc = 0.3 mg. The overall nutrition density score is 18.677. "
poached egg,"Poached egg provides 72 kcal per 100 grams. It contains 4.7 g of total fat (1.6 g saturated, 1.8 g monounsaturated, and 1.0 g polyunsaturated), 0.4 g of carbohydrates with 0.2 g of sugars, 6.3 g of protein, and 0.0 g of dietary fiber. It has 185.0 mg of cholesterol, 0.1 g of sodium, and 37.9 g of water. Vitamin content per 100g: A = 0.088 mg, B1 (Thiamine) = 0.059 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 0.022 mg, B5 (Pantothenic Acid) = 0.8 mg, B6 = 0.09 mg, B11 (Folic Acid) = 0.051 mg, B12 = 0.061 mg, Vitamin C = 0.0 mg, Vitamin D = 0.084 mg, Vitamin E = 0.5 mg, Vitamin K = 0.032 mg. Mineral content per 100g: Calcium = 28.0 mg, Copper = 0.071 mg, Iron = 0.9 mg, Magnesium = 6.0 mg, Manganese = 0.044 mg, Phosphorus = 98.5 mg, Potassium = 69.0 mg, Selenium = 0.014 mg, and Zinc = 0.6 mg. The overall nutrition density score is 40.398. "
tostada with beef cheese,"Tostada with beef cheese provides 315 kcal per 100 grams. It contains 16.3 g of total fat (10.4 g saturated, 3.3 g monounsaturated, and 1.0 g polyunsaturated), 22.8 g of carbohydrates with 0.0 g of sugars, 19.0 g of protein, and 0.0 g of dietary fiber. It has 40.8 mg of cholesterol, 0.9 g of sodium, and 101.1 g of water. Vitamin content per 100g: A = 0.022 mg, B1 (Thiamine) = 0.034 mg, B2 (Riboflavin) = 0.6 mg, B3 (Niacin) = 3.1 mg, B5 (Pantothenic Acid) = 1.9 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.076 mg, B12 = 0.069 mg, Vitamin C = 2.6 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 216.8 mg, Copper = 0.3 mg, Iron = 2.9 mg, Magnesium = 63.6 mg, Manganese = 0.5 mg, Phosphorus = 179.3 mg, Potassium = 572.1 mg, Selenium = 0.093 mg, and Zinc = 3.7 mg. The overall nutrition density score is 280.498. "
